[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (0, 9)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (0, 11)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (0, 13)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (0, 15)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (2, 3)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (2, 5)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (2, 7)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (2, 13)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (2, 15)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (3, 0)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (4, 3)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (4, 5)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (4, 7)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (4, 13)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (4, 15)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (5, 0)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (6, 7)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (6, 10)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (6, 13)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (6, 15)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (7, 0)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (8, 7)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (8, 10)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (8, 13)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (8, 15)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (9, 0)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (10, 4)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (10, 7)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (10, 10)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (10, 13)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (10, 15)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (11, 0)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (12, 4)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (12, 7)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (12, 10)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (12, 13)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (12, 15)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (13, 0)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (14, 4)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (14, 7)]
[(1, 0), (4, 10), (8, 4), (0, 7), (0, 3), (0, 5), (14, 10)]
